"dataset","source","metric","q","n","method","value","lo","hi"
"unificado analisis","pooled","taxonomica",1,371,"Rarefaction",56.4418574423385,53.2000338111298,59.4679746496018
"unificado analisis","pooled","taxonomica",1,417,"Rarefaction",56.6394684767438,54.0901089184222,59.1361593368934
"unificado analisis","pooled","taxonomica",1,464,"Rarefaction",56.8046730350095,54.3191964498129,58.9620059502447
"unificado analisis","pooled","taxonomica",1,510,"Rarefaction",56.9396100444316,54.2991029159304,59.3714850280627
"unificado analisis","pooled","taxonomica",1,556,"Rarefaction",57.0542928334084,54.886712597836,59.1932797764947
"unificado analisis","pooled","taxonomica",1,603,"Rarefaction",57.1550826345641,55.4868459052258,58.959960923777
"unificado analisis","pooled","taxonomica",1,649,"Rarefaction",57.2409220421653,55.5989488303983,58.6568369336055
"unificado analisis","pooled","taxonomica",1,695,"Rarefaction",57.3164779943047,55.8136869637252,58.665408050003
"unificado analisis","pooled","taxonomica",1,742,"Rarefaction",57.3849291436229,56.1620157091957,58.5464707196933
"unificado analisis","pooled","taxonomica",1,788,"Rarefaction",57.4447862920404,56.3672339096016,58.2953976166155
"unificado analisis","pooled","taxonomica",1,834,"Rarefaction",57.4986938042584,56.8140478540125,58.1808114442127
"unificado analisis","pooled","taxonomica",1,881,"Observed",57.5485461355769,57.5485461355769,57.5485461355769
"unificado analisis","pooled","taxonomica",1,882,"Extrapolation",57.5495562095459,NA,NA
"unificado analisis","pooled","taxonomica",1,928,"Extrapolation",57.5948998465717,NA,NA
"unificado analisis","pooled","taxonomica",1,974,"Extrapolation",57.6381210153639,NA,NA
"unificado analisis","pooled","taxonomica",1,1020,"Extrapolation",57.679319065505,NA,NA
"unificado analisis","pooled","taxonomica",1,1067,"Extrapolation",57.7194216505067,NA,NA
"unificado analisis","pooled","taxonomica",1,1113,"Extrapolation",57.7568141387923,NA,NA
"unificado analisis","pooled","taxonomica",1,1159,"Extrapolation",57.7924563402953,NA,NA
"unificado analisis","pooled","taxonomica",1,1206,"Extrapolation",57.8271508078861,NA,NA
"unificado analisis","pooled","taxonomica",1,1252,"Extrapolation",57.8595006544834,NA,NA
"unificado analisis","pooled","taxonomica",1,1298,"Extrapolation",57.8903362528584,NA,NA
"unificado analisis","pooled","taxonomica",1,1345,"Extrapolation",57.9203519259467,NA,NA
"unificado analisis","pooled","taxonomica",1,1391,"Extrapolation",57.9483391667764,NA,NA
"unificado analisis","pooled","taxonomica",1,1437,"Extrapolation",57.9750163664735,NA,NA
"unificado analisis","pooled","taxonomica",1,1484,"Extrapolation",58.0009842136118,NA,NA
"unificado analisis","pooled","taxonomica",1,1530,"Extrapolation",58.0251971769377,NA,NA
"unificado analisis","pooled","taxonomica",1,1576,"Extrapolation",58.0482767674495,NA,NA
"unificado analisis","pooled","taxonomica",1,1623,"Extrapolation",58.0707426666155,NA,NA
"unificado analisis","pooled","taxonomica",1,1669,"Extrapolation",58.0916903404712,NA,NA
"unificado analisis","pooled","taxonomica",1,1715,"Extrapolation",58.1116574848582,NA,NA
"unificado analisis","pooled","taxonomica",1,1762,"Extrapolation",58.1310936985207,NA,NA
"unificado analisis","pooled","taxonomica",2,1,"Rarefaction",6.64018161180477,5,10.025
"unificado analisis","pooled","taxonomica",2,47,"Rarefaction",36.9125613278582,30.5297427019733,44.5720789825308
"unificado analisis","pooled","taxonomica",2,93,"Rarefaction",38.8153343601705,33.7815184163732,44.5877426174188
"unificado analisis","pooled","taxonomica",2,139,"Rarefaction",39.5038846545126,35.3647112935287,43.8077553292417
"unificado analisis","pooled","taxonomica",2,186,"Rarefaction",39.8651579464398,36.0550227443826,43.4124478971291
"unificado analisis","pooled","taxonomica",2,232,"Rarefaction",40.0800951453618,37.4992266568519,43.5304532336515
"unificado analisis","pooled","taxonomica",2,278,"Rarefaction",40.2252008428826,37.686481161193,42.9647912349645
"unificado analisis","pooled","taxonomica",2,325,"Rarefaction",40.3317001792626,38.0179048832299,42.9027260408243
"unificado analisis","pooled","taxonomica",2,371,"Rarefaction",40.4101641269799,38.1583850373505,42.7152236019612
"unificado analisis","pooled","taxonomica",2,417,"Rarefaction",40.4715290994845,38.7085472277786,42.5251339264677
"unificado analisis","pooled","taxonomica",2,464,"Rarefaction",40.5217997622683,39.0222018149792,42.4234468517418
"unificado analisis","pooled","taxonomica",2,510,"Rarefaction",40.5621189231068,38.9869646422693,42.3982670460041
"unificado analisis","pooled","taxonomica",2,556,"Rarefaction",40.5958280381694,39.1181832690776,42.2601358464425
"unificado analisis","pooled","taxonomica",2,603,"Rarefaction",40.6250031826637,39.4182164923222,42.0772292018628
"unificado analisis","pooled","taxonomica",2,649,"Rarefaction",40.6494981502101,39.6312614166794,41.7377976197984
"unificado analisis","pooled","taxonomica",2,695,"Rarefaction",40.6707745631834,39.7125388127695,41.692960231081
"unificado analisis","pooled","taxonomica",2,742,"Rarefaction",40.6898076696933,39.7825964302409,41.4508263849767
"unificado analisis","pooled","taxonomica",2,788,"Rarefaction",40.7062516484986,40.0093987960301,41.4154480073333
"unificado analisis","pooled","taxonomica",2,834,"Rarefaction",40.7208928398869,40.2213827270082,41.1998793560039
"unificado analisis","pooled","taxonomica",2,881,"Observed",40.7342823815078,40.7342823815078,40.7342823815078
"unificado analisis","pooled","taxonomica",2,882,"Extrapolation",40.7345518518465,NA,NA
"unificado analisis","pooled","taxonomica",2,928,"Extrapolation",40.7463231697236,NA,NA
"unificado analisis","pooled","taxonomica",2,974,"Extrapolation",40.7569884889756,NA,NA
"unificado analisis","pooled","taxonomica",2,1020,"Extrapolation",40.7666966900159,NA,NA
"unificado analisis","pooled","taxonomica",2,1067,"Extrapolation",40.7757555439093,NA,NA
"unificado analisis","pooled","taxonomica",2,1113,"Extrapolation",40.783884247728,NA,NA
"unificado analisis","pooled","taxonomica",2,1159,"Extrapolation",40.7913705707779,NA,NA
"unificado analisis","pooled","taxonomica",2,1206,"Extrapolation",40.798432304485,NA,NA
"unificado analisis","pooled","taxonomica",2,1252,"Extrapolation",40.8048325070469,NA,NA
"unificado analisis","pooled","taxonomica",2,1298,"Extrapolation",40.8107808741596,NA,NA
"unificado analisis","pooled","taxonomica",2,1345,"Extrapolation",40.8164399218938,NA,NA
"unificado analisis","pooled","taxonomica",2,1391,"Extrapolation",40.8216096310906,NA,NA
"unificado analisis","pooled","taxonomica",2,1437,"Extrapolation",40.8264495504041,NA,NA
"unificado analisis","pooled","taxonomica",2,1484,"Extrapolation",40.8310858573561,NA,NA
"unificado analisis","pooled","taxonomica",2,1530,"Extrapolation",40.8353486297697,NA,NA
"unificado analisis","pooled","taxonomica",2,1576,"Extrapolation",40.8393633738663,NA,NA
"unificado analisis","pooled","taxonomica",2,1623,"Extrapolation",40.8432310903319,NA,NA
"unificado analisis","pooled","taxonomica",2,1669,"Extrapolation",40.8468062350092,NA,NA
"unificado analisis","pooled","taxonomica",2,1715,"Extrapolation",40.8501901699736,NA,NA
"unificado analisis","pooled","taxonomica",2,1762,"Extrapolation",40.8534657126812,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,1,"Rarefaction",3.13817906762174,2.14572266024912,4.51624780826839
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,13,"Rarefaction",11.6112677659535,9.86424462909685,13.1633401304033
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,24,"Rarefaction",13.628722332943,12.1900045584528,14.9010301956584
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,36,"Rarefaction",14.8514505163848,13.4851527643099,16.0265638907823
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,47,"Rarefaction",15.6392001973815,14.3007370183073,16.7970509309937
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,59,"Rarefaction",16.314373493814,15.071638576592,17.5874277730458
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,70,"Rarefaction",16.8282449459284,15.6000797076498,18.0149218650512
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,82,"Rarefaction",17.3101554968646,16.1250829018471,18.4275862590193
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,94,"Rarefaction",17.7314204056867,16.5892400035575,18.7943760582579
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,105,"Rarefaction",18.0764455297934,17.0230043362633,19.2414086894489
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,117,"Rarefaction",18.4171114536708,17.432529576988,19.4008760098009
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,128,"Rarefaction",18.7026387256868,17.7049721691045,19.6386843575662
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,140,"Rarefaction",18.9900965772613,17.8956866476719,19.8485989189164
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,151,"Rarefaction",19.2351739688998,18.1234561169578,20.1555108329249
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,163,"Rarefaction",19.4856522680316,18.7098946680698,20.2672190881603
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,174,"Rarefaction",19.702097381258,18.7021122148886,20.4176139990665
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,186,"Rarefaction",19.9259776987391,19.098821438568,20.5635315013292
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,198,"Rarefaction",20.1388946881882,19.5385953831911,20.595883036534
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,209,"Rarefaction",20.3257699286693,19.7412325960697,20.6013815624405
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,221,"Rarefaction",20.5218234428857,20.1828318963273,20.6013815624405
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,226,"Observed",20.6013815624405,20.6013815624405,20.6013815624405
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,232,"Extrapolation",20.6953323962881,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,244,"Extrapolation",20.8783916512416,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,255,"Extrapolation",21.0406809520998,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,267,"Extrapolation",21.2119079472914,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,279,"Extrapolation",21.3772683990989,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,290,"Extrapolation",21.5238670079495,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,302,"Extrapolation",21.6785391838726,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,313,"Extrapolation",21.8156622116001,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,325,"Extrapolation",21.9603369614771,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,336,"Extrapolation",22.0885968739045,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,348,"Extrapolation",22.2239203936459,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,359,"Extrapolation",22.3438900691155,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,371,"Extrapolation",22.4704667869655,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,383,"Extrapolation",22.5927067598654,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,394,"Extrapolation",22.7010773513653,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,406,"Extrapolation",22.8154161934921,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,417,"Extrapolation",22.9167821187188,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,429,"Extrapolation",23.0237305293633,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,440,"Extrapolation",23.1185445435239,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,452,"Extrapolation",23.2185802123014,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,1,"Rarefaction",3.13817906762174,2.14572266024912,4.51624780826839
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,13,"Rarefaction",8.36511935281729,7.11896345404142,9.73543610211095
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,24,"Rarefaction",9.0434064988015,7.98362543729302,10.0115829629741
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,36,"Rarefaction",9.35170024204698,8.32784607076488,10.0199510748185
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,47,"Rarefaction",9.50819605143849,8.80253624638114,10.1896564599446
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,59,"Rarefaction",9.61839987922852,8.75641906773997,10.2128986022564
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,70,"Rarefaction",9.68931831369034,9.11086309892565,10.218728932102
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,82,"Rarefaction",9.74701690191491,9.2258243440281,10.1681843535335
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,94,"Rarefaction",9.79136027975107,9.33703586282338,10.2154791506453
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,105,"Rarefaction",9.8239389070253,9.37245510830722,10.2365436939405
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,117,"Rarefaction",9.85314251470954,9.52436978063235,10.2124723484337
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,128,"Rarefaction",9.87554952507613,9.55585047492399,10.1872102479487
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,140,"Rarefaction",9.89635059340425,9.55056437652852,10.1935484794219
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,151,"Rarefaction",9.91278548117741,9.6447774751156,10.1818510031309
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,163,"Rarefaction",9.92842297745031,9.6758982773039,10.1463539080648
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,174,"Rarefaction",9.94104378776624,9.7357100448771,10.1685175087875
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,186,"Rarefaction",9.95327472645726,9.71033574641537,10.1180370152212
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,198,"Rarefaction",9.96416967217491,9.79729645160709,10.1008485985781
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,209,"Rarefaction",9.97316908897458,9.86450243764069,10.0645587997264
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,221,"Rarefaction",9.9820710088442,9.93091703171423,10.0397253295955
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,226,"Observed",9.98553131147418,9.98553131147418,9.98553131147418
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,232,"Extrapolation",9.98955931780925,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,244,"Extrapolation",9.99732053868224,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,255,"Extrapolation",10.004103259522,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,267,"Extrapolation",10.0111578093469,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,279,"Extrapolation",10.0178695878503,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,290,"Extrapolation",10.0237351753232,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,302,"Extrapolation",10.0298358361136,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,313,"Extrapolation",10.0351673528629,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,325,"Extrapolation",10.0407125391441,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,336,"Extrapolation",10.0455586131273,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,348,"Extrapolation",10.0505989017041,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,359,"Extrapolation",10.0550037332285,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,371,"Extrapolation",10.0595850958103,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,383,"Extrapolation",10.0639438559944,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,394,"Extrapolation",10.0677530831791,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,406,"Extrapolation",10.0717149715723,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,417,"Extrapolation",10.0751773627873,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,429,"Extrapolation",10.0787785151739,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,440,"Extrapolation",10.0819256503656,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,452,"Extrapolation",10.0851989123116,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,1,"Rarefaction",3.13817906762174,2.14572266024912,4.51624780826839
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,13,"Rarefaction",6.43422085937536,5.38868930986981,7.54482339619603
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,24,"Rarefaction",6.70312178405387,5.95560727596744,7.5822537381679
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,36,"Rarefaction",6.81532684134569,6.07928904516616,7.42263386876023
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,47,"Rarefaction",6.86914924602304,6.31402181957492,7.44677942625588
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,59,"Rarefaction",6.90544931087532,6.27303738847178,7.30022064242872
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,70,"Rarefaction",6.92798249092905,6.48443842975787,7.33298655457311
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,82,"Rarefaction",6.94577256777696,6.58532304409885,7.26626359797205
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,94,"Rarefaction",6.95907996301458,6.64144703129392,7.27661263618512
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,105,"Rarefaction",6.96863772866039,6.63924438758115,7.30928113966469
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,117,"Rarefaction",6.97703631298076,6.71146567604996,7.24845010564118
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,128,"Rarefaction",6.98336500132619,6.72857968110883,7.25432654933094
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,140,"Rarefaction",6.98914480586463,6.77102867979906,7.24476681365024
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,151,"Rarefaction",6.99364256613143,6.7901915673028,7.19086462296244
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,163,"Rarefaction",6.99786212099928,6.80866857214273,7.18424098920972
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,174,"Rarefaction",7.00122240681081,6.84890761336677,7.19486239954652
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,186,"Rarefaction",7.00443789817179,6.8430844735118,7.14142560166072
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,198,"Rarefaction",7.00726607226337,6.87006836456136,7.12096489388273
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,209,"Rarefaction",7.00957495901564,6.91784512509921,7.09100507976928
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,221,"Rarefaction",7.01183307928922,6.97085114893226,7.06353135698828
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,226,"Observed",7.01270357667793,7.01270357667793,7.01270357667793
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,232,"Extrapolation",7.01369891002986,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,244,"Extrapolation",7.01554347095083,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,255,"Extrapolation",7.0170825527935,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,267,"Extrapolation",7.01861759068759,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,279,"Extrapolation",7.0200211698567,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,290,"Extrapolation",7.0212061791671,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,302,"Extrapolation",7.02240086793087,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,313,"Extrapolation",7.02341584571217,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,325,"Extrapolation",7.0244450345788,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,336,"Extrapolation",7.02532411693014,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,348,"Extrapolation",7.02621996004878,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,359,"Extrapolation",7.02698872065567,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,371,"Extrapolation",7.02777555110364,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,383,"Extrapolation",7.02851323625656,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,394,"Extrapolation",7.02915009791575,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,406,"Extrapolation",7.02980561838074,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,417,"Extrapolation",7.03037346813179,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,429,"Extrapolation",7.0309598250342,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,440,"Extrapolation",7.03146930199367,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,452,"Extrapolation",7.0319968913437,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,1,"Rarefaction",2.98789762838828,1.97531087329622,4.07395164135804
"unificado analisis","living_trees","filogenetica_meanPD",0,34,"Rarefaction",10.3045914936814,8.87746868397189,11.515957492784
"unificado analisis","living_trees","filogenetica_meanPD",0,68,"Rarefaction",11.2907937846677,10.3961640361855,12.0422923317296
"unificado analisis","living_trees","filogenetica_meanPD",0,101,"Rarefaction",11.7568183106966,11.0773220201414,12.5538703855271
"unificado analisis","living_trees","filogenetica_meanPD",0,134,"Rarefaction",12.0528857583133,11.2735102946427,12.8604777684149
"unificado analisis","living_trees","filogenetica_meanPD",0,168,"Rarefaction",12.2692686453704,11.6434809330251,13.0000013329887
"unificado analisis","living_trees","filogenetica_meanPD",0,201,"Rarefaction",12.4302032581537,11.6547361221792,13.0063420378719
"unificado analisis","living_trees","filogenetica_meanPD",0,235,"Rarefaction",12.565191758573,12.0834151888177,13.1227293999335
"unificado analisis","living_trees","filogenetica_meanPD",0,268,"Rarefaction",12.6769886836751,12.0936958732874,13.2364973733577
"unificado analisis","living_trees","filogenetica_meanPD",0,301,"Rarefaction",12.7761231072091,12.0727571615103,13.2707055576871
"unificado analisis","living_trees","filogenetica_meanPD",0,335,"Rarefaction",12.8690127043969,12.3404596948816,13.4285393069613
"unificado analisis","living_trees","filogenetica_meanPD",0,368,"Rarefaction",12.9525981390814,12.3478891425567,13.4279453203181
"unificado analisis","living_trees","filogenetica_meanPD",0,401,"Rarefaction",13.0311926721831,12.4480071996836,13.5157552168388
"unificado analisis","living_trees","filogenetica_meanPD",0,435,"Rarefaction",13.1079268038816,12.5015708037409,13.5159162638946
"unificado analisis","living_trees","filogenetica_meanPD",0,468,"Rarefaction",13.1788953513191,12.5194735977672,13.5221970990706
"unificado analisis","living_trees","filogenetica_meanPD",0,501,"Rarefaction",13.2467980877852,12.5956585358993,13.5221970990706
"unificado analisis","living_trees","filogenetica_meanPD",0,535,"Rarefaction",13.3138222203142,12.7739422158072,13.5221970990706
"unificado analisis","living_trees","filogenetica_meanPD",0,568,"Rarefaction",13.3762031578245,12.9174996387464,13.5221970990706
"unificado analisis","living_trees","filogenetica_meanPD",0,601,"Rarefaction",13.4360743501744,13.0967632938782,13.5221970990706
"unificado analisis","living_trees","filogenetica_meanPD",0,635,"Rarefaction",13.495227745854,13.1045442662115,13.5221970990706
"unificado analisis","living_trees","filogenetica_meanPD",0,651,"Observed",13.5221970990706,13.5221970990706,13.5221970990706
"unificado analisis","living_trees","filogenetica_meanPD",0,668,"Extrapolation",13.5502555318578,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,702,"Extrapolation",13.6045784941584,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,735,"Extrapolation",13.6550965115835,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,768,"Extrapolation",13.7035308388143,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,802,"Extrapolation",13.7513442831574,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,835,"Extrapolation",13.7958087289862,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,868,"Extrapolation",13.8384391731165,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,902,"Extrapolation",13.8805231347256,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,935,"Extrapolation",13.9196594081511,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,968,"Extrapolation",13.9571814482134,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,1002,"Extrapolation",13.9942224907286,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,1035,"Extrapolation",14.0286690663935,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,1068,"Extrapolation",14.0616948422013,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,1102,"Extrapolation",14.094297258375,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,1135,"Extrapolation",14.1246161025361,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,1169,"Extrapolation",14.1545462874014,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,1202,"Extrapolation",14.1823800714316,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,1235,"Extrapolation",14.2090658099564,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,1269,"Extrapolation",14.23540946221,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,1302,"Extrapolation",14.2599079252397,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,1,"Rarefaction",2.98789762838829,1.97531087329622,4.07395164135804
"unificado analisis","living_trees","filogenetica_meanPD",1,34,"Rarefaction",6.78749800584358,6.04233582555732,7.58086012921967
"unificado analisis","living_trees","filogenetica_meanPD",1,68,"Rarefaction",6.95358611262898,6.42716701516883,7.42638493109981
"unificado analisis","living_trees","filogenetica_meanPD",1,101,"Rarefaction",7.01103211339877,6.71095033676818,7.43777827409884
"unificado analisis","living_trees","filogenetica_meanPD",1,134,"Rarefaction",7.04095244682889,6.69127129920795,7.3741873728132
"unificado analisis","living_trees","filogenetica_meanPD",1,168,"Rarefaction",7.05978484083599,6.74343667348168,7.35860864841954
"unificado analisis","living_trees","filogenetica_meanPD",1,201,"Rarefaction",7.07211311946022,6.76620978761346,7.33074278178989
"unificado analisis","living_trees","filogenetica_meanPD",1,235,"Rarefaction",7.08128222275269,6.80954000080156,7.32996928809465
"unificado analisis","living_trees","filogenetica_meanPD",1,268,"Rarefaction",7.08801755692319,6.87755687275686,7.26817128302352
"unificado analisis","living_trees","filogenetica_meanPD",1,301,"Rarefaction",7.09332222728106,6.92448107269055,7.26013067727462
"unificado analisis","living_trees","filogenetica_meanPD",1,335,"Rarefaction",7.09773349247403,6.95242784322186,7.26461740489035
"unificado analisis","living_trees","filogenetica_meanPD",1,368,"Rarefaction",7.10126673423549,6.96355103182168,7.24839032237591
"unificado analisis","living_trees","filogenetica_meanPD",1,401,"Rarefaction",7.10424414343771,6.97964072370206,7.24377440572524
"unificado analisis","living_trees","filogenetica_meanPD",1,435,"Rarefaction",7.10686179789394,6.9796957744829,7.23725545857305
"unificado analisis","living_trees","filogenetica_meanPD",1,468,"Rarefaction",7.10905711833884,6.98363290777417,7.20424657812709
"unificado analisis","living_trees","filogenetica_meanPD",1,501,"Rarefaction",7.1109784973046,6.9961109830634,7.20642007355094
"unificado analisis","living_trees","filogenetica_meanPD",1,535,"Rarefaction",7.11272362919741,7.04076760099258,7.19397539456107
"unificado analisis","living_trees","filogenetica_meanPD",1,568,"Rarefaction",7.11422864995002,7.05075089033088,7.17763018350124
