"dataset","source","metric","q","n","method","value","lo","hi"
"unificado analisis","pooled","taxonomica",1,377,"Rarefaction",88.7244392413208,81.5595083540966,97.2409068942097
"unificado analisis","pooled","taxonomica",1,424,"Rarefaction",89.152573044076,81.0878810999401,96.7846754168035
"unificado analisis","pooled","taxonomica",1,471,"Rarefaction",89.5039847466229,83.0971566471445,97.475720223337
"unificado analisis","pooled","taxonomica",1,518,"Rarefaction",89.7978881292729,82.8485423089605,96.3360868786051
"unificado analisis","pooled","taxonomica",1,565,"Rarefaction",90.0475388026862,84.0226259333112,95.5289161613603
"unificado analisis","pooled","taxonomica",1,612,"Rarefaction",90.2623875561891,85.1799114423358,95.1925083394816
"unificado analisis","pooled","taxonomica",1,659,"Rarefaction",90.4493588678313,85.5803747295452,94.9959772772087
"unificado analisis","pooled","taxonomica",1,706,"Rarefaction",90.6136447137687,86.8018290234669,94.270755429989
"unificado analisis","pooled","taxonomica",1,753,"Rarefaction",90.759216057958,86.666318591794,93.9710163126832
"unificado analisis","pooled","taxonomica",1,800,"Rarefaction",90.8891628995326,88.6417330711225,93.0457870403781
"unificado analisis","pooled","taxonomica",1,847,"Rarefaction",91.0059264781415,88.7771858931982,92.6207146428328
"unificado analisis","pooled","taxonomica",1,895,"Observed",91.1135971671031,91.1135971671031,91.1135971671031
"unificado analisis","pooled","taxonomica",1,896,"Extrapolation",91.1157304698896,NA,NA
"unificado analisis","pooled","taxonomica",1,943,"Extrapolation",91.2134561345749,NA,NA
"unificado analisis","pooled","taxonomica",1,990,"Extrapolation",91.3063740108004,NA,NA
"unificado analisis","pooled","taxonomica",1,1037,"Extrapolation",91.3947206262985,NA,NA
"unificado analisis","pooled","taxonomica",1,1084,"Extrapolation",91.4787208723979,NA,NA
"unificado analisis","pooled","taxonomica",1,1131,"Extrapolation",91.5585885764969,NA,NA
"unificado analisis","pooled","taxonomica",1,1178,"Extrapolation",91.6345270463735,NA,NA
"unificado analisis","pooled","taxonomica",1,1225,"Extrapolation",91.7067295877169,NA,NA
"unificado analisis","pooled","taxonomica",1,1272,"Extrapolation",91.7753799961976,NA,NA
"unificado analisis","pooled","taxonomica",1,1319,"Extrapolation",91.8406530253306,NA,NA
"unificado analisis","pooled","taxonomica",1,1366,"Extrapolation",91.9027148313195,NA,NA
"unificado analisis","pooled","taxonomica",1,1413,"Extrapolation",91.9617233960171,NA,NA
"unificado analisis","pooled","taxonomica",1,1460,"Extrapolation",92.0178289290772,NA,NA
"unificado analisis","pooled","taxonomica",1,1507,"Extrapolation",92.0711742503213,NA,NA
"unificado analisis","pooled","taxonomica",1,1554,"Extrapolation",92.1218951532952,NA,NA
"unificado analisis","pooled","taxonomica",1,1601,"Extrapolation",92.1701207509389,NA,NA
"unificado analisis","pooled","taxonomica",1,1648,"Extrapolation",92.2159738042508,NA,NA
"unificado analisis","pooled","taxonomica",1,1695,"Extrapolation",92.2595710347829,NA,NA
"unificado analisis","pooled","taxonomica",1,1742,"Extrapolation",92.3010234217623,NA,NA
"unificado analisis","pooled","taxonomica",1,1790,"Extrapolation",92.3412536473022,NA,NA
"unificado analisis","pooled","taxonomica",2,1,"Rarefaction",8.01452513966481,5,27.15
"unificado analisis","pooled","taxonomica",2,48,"Rarefaction",51.7783883479379,33.9660138787375,73.6811417964041
"unificado analisis","pooled","taxonomica",2,95,"Rarefaction",54.9360969632303,40.4097484467512,73.2103653495809
"unificado analisis","pooled","taxonomica",2,142,"Rarefaction",56.0924238490077,43.8934853144821,69.3336394424744
"unificado analisis","pooled","taxonomica",2,189,"Rarefaction",56.6922261599698,46.4003068526143,66.2343353282878
"unificado analisis","pooled","taxonomica",2,236,"Rarefaction",57.0593453221103,45.1829371794784,67.778090603477
"unificado analisis","pooled","taxonomica",2,283,"Rarefaction",57.3071833671653,50.4680778809444,66.0497610070742
"unificado analisis","pooled","taxonomica",2,330,"Rarefaction",57.4857496477242,51.0669398615683,65.2122061209514
"unificado analisis","pooled","taxonomica",2,377,"Rarefaction",57.6205256873494,52.6952973661669,64.5004379789536
"unificado analisis","pooled","taxonomica",2,424,"Rarefaction",57.7258602723195,51.8411413957648,63.9119847986847
"unificado analisis","pooled","taxonomica",2,471,"Rarefaction",57.8104505731846,53.1353855037431,63.647890810088
"unificado analisis","pooled","taxonomica",2,518,"Rarefaction",57.8798752455788,53.3435982371786,63.363399732119
"unificado analisis","pooled","taxonomica",2,565,"Rarefaction",57.9378771860014,53.4566108481734,62.4770907860145
"unificado analisis","pooled","taxonomica",2,612,"Rarefaction",57.9870612457739,54.4537752521189,61.7535750404529
"unificado analisis","pooled","taxonomica",2,659,"Rarefaction",58.0292962100776,54.7319264964681,61.4016179293089
"unificado analisis","pooled","taxonomica",2,706,"Rarefaction",58.0659576354424,54.8743877471145,61.0331248261632
"unificado analisis","pooled","taxonomica",2,753,"Rarefaction",58.0980804998803,55.1175147097752,60.714665374171
"unificado analisis","pooled","taxonomica",2,800,"Rarefaction",58.1264584649044,56.4417535901618,59.7615199405487
"unificado analisis","pooled","taxonomica",2,847,"Rarefaction",58.1517103336645,56.5720264667804,59.3927041741488
"unificado analisis","pooled","taxonomica",2,895,"Observed",58.174781245018,58.174781245018,58.174781245018
"unificado analisis","pooled","taxonomica",2,896,"Extrapolation",58.1752357875988,NA,NA
"unificado analisis","pooled","taxonomica",2,943,"Extrapolation",58.1955190851345,NA,NA
"unificado analisis","pooled","taxonomica",2,990,"Extrapolation",58.2138886908785,NA,NA
"unificado analisis","pooled","taxonomica",2,1037,"Extrapolation",58.2306032341771,NA,NA
"unificado analisis","pooled","taxonomica",2,1084,"Extrapolation",58.2458767494226,NA,NA
"unificado analisis","pooled","taxonomica",2,1131,"Extrapolation",58.2598878906176,NA,NA
"unificado analisis","pooled","taxonomica",2,1178,"Extrapolation",58.2727869518275,NA,NA
"unificado analisis","pooled","taxonomica",2,1225,"Extrapolation",58.284701279779,NA,NA
"unificado analisis","pooled","taxonomica",2,1272,"Extrapolation",58.295739492418,NA,NA
"unificado analisis","pooled","taxonomica",2,1319,"Extrapolation",58.3059947998416,NA,NA
"unificado analisis","pooled","taxonomica",2,1366,"Extrapolation",58.3155476428014,NA,NA
"unificado analisis","pooled","taxonomica",2,1413,"Extrapolation",58.3244678069683,NA,NA
"unificado analisis","pooled","taxonomica",2,1460,"Extrapolation",58.3328161305821,NA,NA
"unificado analisis","pooled","taxonomica",2,1507,"Extrapolation",58.3406458938868,NA,NA
"unificado analisis","pooled","taxonomica",2,1554,"Extrapolation",58.3480039574494,NA,NA
"unificado analisis","pooled","taxonomica",2,1601,"Extrapolation",58.354931700761,NA,NA
"unificado analisis","pooled","taxonomica",2,1648,"Extrapolation",58.3614658008418,NA,NA
"unificado analisis","pooled","taxonomica",2,1695,"Extrapolation",58.3676388817878,NA,NA
"unificado analisis","pooled","taxonomica",2,1742,"Extrapolation",58.3734800595466,NA,NA
"unificado analisis","pooled","taxonomica",2,1790,"Extrapolation",58.3791300272766,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,1,"Rarefaction",3.6430668196357,2.04433665205209,7.41241076857928
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,13,"Rarefaction",14.8043067927985,10.8080988967262,17.9199987583406
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,25,"Rarefaction",17.7481036795047,14.9562321800558,20.3774824231666
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,37,"Rarefaction",19.3956781677608,17.0884960265076,21.4573634065536
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,50,"Rarefaction",20.6613545412669,18.6386680261667,22.6651987604603
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,62,"Rarefaction",21.5844654620661,19.7306339398473,23.6327693028551
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,74,"Rarefaction",22.3599088511363,20.6063853377218,24.3092302728897
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,86,"Rarefaction",23.0295736954375,21.2784010958169,24.9996892153856
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,98,"Rarefaction",23.6181710817547,21.5902971664089,25.3729676304592
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,110,"Rarefaction",24.1421051146245,22.3101660933821,25.6264382038782
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,122,"Rarefaction",24.613178833724,22.9099375205858,26.1407088638027
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,134,"Rarefaction",25.0403419970632,23.3556256752593,26.5819802632339
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,147,"Rarefaction",25.4616576097513,23.6731896478843,26.7615629358202
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,159,"Rarefaction",25.8182894861521,24.2780521046357,26.9478323255698
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,171,"Rarefaction",26.1486028500021,24.8070513083179,27.247737529041
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,183,"Rarefaction",26.4563325413198,24.76424570554,27.4078066811595
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,195,"Rarefaction",26.744598585301,25.4066491253756,27.5334408895953
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,207,"Rarefaction",27.0160357874818,25.8163467016353,27.5966515169151
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,219,"Rarefaction",27.2728964650294,26.1033476957596,27.6350651739482
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,231,"Rarefaction",27.5171340600182,27.1204433156726,27.6350651739482
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,237,"Observed",27.6350651739482,27.6350651739482,27.6350651739482
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,244,"Extrapolation",27.769421677657,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,256,"Extrapolation",27.9919330670256,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,268,"Extrapolation",28.2049377715823,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,280,"Extrapolation",28.4088419595523,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,292,"Extrapolation",28.6040344458321,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,304,"Extrapolation",28.7908874334014,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,316,"Extrapolation",28.9697572230588,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,328,"Extrapolation",29.1409848928343,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,341,"Extrapolation",29.3182359626869,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,353,"Extrapolation",29.4745750573171,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,365,"Extrapolation",29.624234644437,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,377,"Extrapolation",29.7675001025737,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,389,"Extrapolation",29.9046446176037,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,401,"Extrapolation",30.035929703677,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,413,"Extrapolation",30.1616057018858,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,425,"Extrapolation",30.281912257628,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,438,"Extrapolation",30.4064509244424,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,450,"Extrapolation",30.5162965938221,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,462,"Extrapolation",30.6214491634027,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",0,474,"Extrapolation",30.7221091434623,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,1,"Rarefaction",3.64306681963569,2.04433665205209,7.41241076857927
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,13,"Rarefaction",10.7096399170517,7.12905220166842,13.429552276545
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,25,"Rarefaction",11.7677144401753,9.44417958857265,13.819780883826
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,37,"Rarefaction",12.2051275501267,10.1606754150363,13.7029140161857
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,50,"Rarefaction",12.4650954632039,10.8268613308881,13.8518931897294
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,62,"Rarefaction",12.6181870172404,10.83609465943,13.7324076518464
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,74,"Rarefaction",12.7268301490143,11.5870844397868,13.6120783735366
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,86,"Rarefaction",12.8083191488079,11.6256180933594,13.6649024193632
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,98,"Rarefaction",12.8718957209357,11.5030313449099,13.8112714083622
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,110,"Rarefaction",12.9229831438666,12.0308790505223,13.7115735174801
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,122,"Rarefaction",12.964991201914,12.1969711800687,13.6197884771356
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,134,"Rarefaction",13.0001797961599,12.2233697758397,13.6453174142419
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,147,"Rarefaction",13.0324044646914,12.404092194695,13.5333957949118
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,159,"Rarefaction",13.0578871295964,12.4384737575978,13.5313196491477
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,171,"Rarefaction",13.0801042483115,12.5540812551892,13.5104838283112
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,183,"Rarefaction",13.0996576437087,12.6097672390527,13.4938749202551
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,195,"Rarefaction",13.1170094405397,12.7232652257093,13.4750936069366
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,207,"Rarefaction",13.1325205734006,12.8121311847233,13.3873008249995
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,219,"Rarefaction",13.1464771952913,12.8324422142263,13.3501202783321
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,231,"Rarefaction",13.1591092256086,12.9958236407442,13.2568361451989
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,237,"Observed",13.1649883443232,13.1649883443232,13.1649883443232
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,244,"Extrapolation",13.1716059043878,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,256,"Extrapolation",13.1825163247404,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,268,"Extrapolation",13.192901344926,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,280,"Extrapolation",13.2027862660171,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,292,"Extrapolation",13.2121951706924,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,304,"Extrapolation",13.2211509819096,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,316,"Extrapolation",13.2296755187527,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,328,"Extrapolation",13.23778954959,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,341,"Extrapolation",13.2461394094171,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,353,"Extrapolation",13.2534606082073,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,365,"Extrapolation",13.2604292487145,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,377,"Extrapolation",13.2670623086695,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,389,"Extrapolation",13.2733759482269,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,401,"Extrapolation",13.2793855493357,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,413,"Extrapolation",13.2851057532147,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,425,"Extrapolation",13.290550496023,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,438,"Extrapolation",13.2961534867134,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,450,"Extrapolation",13.3010662169285,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,462,"Extrapolation",13.3057423706239,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",1,474,"Extrapolation",13.3101933403344,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,1,"Rarefaction",3.6430668196357,2.04433665205209,7.41241076857928
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,13,"Rarefaction",8.06885641408126,5.39730793119747,10.548639519186
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,25,"Rarefaction",8.4809821811487,6.64658478516701,10.5601484379586
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,37,"Rarefaction",8.63596017704419,6.74834054143385,9.99795673144019
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,50,"Rarefaction",8.7222951543244,7.32865629024206,10.0601850069083
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,62,"Rarefaction",8.77059582646423,7.1333883535375,9.86583678182731
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,74,"Rarefaction",8.80353538652674,7.80607248448224,9.81516311187303
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,86,"Rarefaction",8.8274364118811,7.76664786762005,9.56615261929984
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,98,"Rarefaction",8.84557029869631,7.70000568804071,9.70228195888795
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,110,"Rarefaction",8.8597996784998,8.05590072450188,9.53095096050333
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,122,"Rarefaction",8.87126303594522,8.19541679823656,9.49537412947641
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,134,"Rarefaction",8.88069544867316,8.17437793358238,9.49999090793453
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,147,"Rarefaction",8.88919320526404,8.32493453992878,9.36919170473009
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,159,"Rarefaction",8.89581519693664,8.37424288263481,9.36890789732703
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,171,"Rarefaction",8.90151567751122,8.41422223755435,9.33822232122653
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,183,"Rarefaction",8.90647448879429,8.44568557225683,9.28825034345466
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,195,"Rarefaction",8.91082753379472,8.54118027334937,9.25659184372125
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,207,"Rarefaction",8.91467942314548,8.61492571839423,9.16528375875629
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,219,"Rarefaction",8.91811199141306,8.68491704493318,9.12590207709542
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,231,"Rarefaction",8.92119017569352,8.77900120896743,9.01405292881362
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,237,"Observed",8.92261309256441,8.92261309256441,8.92261309256441
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,244,"Extrapolation",8.92418524354506,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,256,"Extrapolation",8.92668146904006,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,268,"Extrapolation",8.92895536673967,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,280,"Extrapolation",8.93103537293081,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,292,"Extrapolation",8.93294527276703,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,304,"Extrapolation",8.93470511385469,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,316,"Extrapolation",8.93633191264045,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,328,"Extrapolation",8.93784020642725,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,341,"Extrapolation",8.93935490996914,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,353,"Extrapolation",8.94065448512056,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,365,"Extrapolation",8.94186895020662,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,377,"Extrapolation",8.94300640100295,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,389,"Extrapolation",8.94407393806694,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,401,"Extrapolation",8.9450778151064,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,413,"Extrapolation",8.94602356157389,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,425,"Extrapolation",8.94691608456341,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,438,"Extrapolation",8.94782798001074,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,450,"Extrapolation",8.94862311746518,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,462,"Extrapolation",8.94937707958552,NA,NA
"unificado analisis","parcelas_cl","filogenetica_meanPD",2,474,"Extrapolation",8.95009298398101,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,1,"Rarefaction",2.98789762838828,1.97531087329622,4.07395164135804
"unificado analisis","living_trees","filogenetica_meanPD",0,34,"Rarefaction",10.3045914936814,8.87746868397189,11.515957492784
"unificado analisis","living_trees","filogenetica_meanPD",0,68,"Rarefaction",11.2907937846677,10.3961640361855,12.0422923317296
"unificado analisis","living_trees","filogenetica_meanPD",0,101,"Rarefaction",11.7568183106966,11.0773220201414,12.5538703855271
"unificado analisis","living_trees","filogenetica_meanPD",0,134,"Rarefaction",12.0528857583133,11.2735102946427,12.8604777684149
"unificado analisis","living_trees","filogenetica_meanPD",0,168,"Rarefaction",12.2692686453704,11.6434809330251,13.0000013329887
"unificado analisis","living_trees","filogenetica_meanPD",0,201,"Rarefaction",12.4302032581537,11.6547361221792,13.0063420378719
"unificado analisis","living_trees","filogenetica_meanPD",0,235,"Rarefaction",12.565191758573,12.0834151888177,13.1227293999335
"unificado analisis","living_trees","filogenetica_meanPD",0,268,"Rarefaction",12.6769886836751,12.0936958732874,13.2364973733577
"unificado analisis","living_trees","filogenetica_meanPD",0,301,"Rarefaction",12.7761231072091,12.0727571615103,13.2707055576871
"unificado analisis","living_trees","filogenetica_meanPD",0,335,"Rarefaction",12.8690127043969,12.3404596948816,13.4285393069613
"unificado analisis","living_trees","filogenetica_meanPD",0,368,"Rarefaction",12.9525981390814,12.3478891425567,13.4279453203181
"unificado analisis","living_trees","filogenetica_meanPD",0,401,"Rarefaction",13.0311926721831,12.4480071996836,13.5157552168388
"unificado analisis","living_trees","filogenetica_meanPD",0,435,"Rarefaction",13.1079268038816,12.5015708037409,13.5159162638946
"unificado analisis","living_trees","filogenetica_meanPD",0,468,"Rarefaction",13.1788953513191,12.5194735977672,13.5221970990706
"unificado analisis","living_trees","filogenetica_meanPD",0,501,"Rarefaction",13.2467980877852,12.5956585358993,13.5221970990706
"unificado analisis","living_trees","filogenetica_meanPD",0,535,"Rarefaction",13.3138222203142,12.7739422158072,13.5221970990706
"unificado analisis","living_trees","filogenetica_meanPD",0,568,"Rarefaction",13.3762031578245,12.9174996387464,13.5221970990706
"unificado analisis","living_trees","filogenetica_meanPD",0,601,"Rarefaction",13.4360743501744,13.0967632938782,13.5221970990706
"unificado analisis","living_trees","filogenetica_meanPD",0,635,"Rarefaction",13.495227745854,13.1045442662115,13.5221970990706
"unificado analisis","living_trees","filogenetica_meanPD",0,651,"Observed",13.5221970990706,13.5221970990706,13.5221970990706
"unificado analisis","living_trees","filogenetica_meanPD",0,668,"Extrapolation",13.5502555318578,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,702,"Extrapolation",13.6045784941584,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,735,"Extrapolation",13.6550965115835,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,768,"Extrapolation",13.7035308388143,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,802,"Extrapolation",13.7513442831574,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,835,"Extrapolation",13.7958087289862,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,868,"Extrapolation",13.8384391731165,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,902,"Extrapolation",13.8805231347256,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,935,"Extrapolation",13.9196594081511,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,968,"Extrapolation",13.9571814482134,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,1002,"Extrapolation",13.9942224907286,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,1035,"Extrapolation",14.0286690663935,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,1068,"Extrapolation",14.0616948422013,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,1102,"Extrapolation",14.094297258375,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,1135,"Extrapolation",14.1246161025361,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,1169,"Extrapolation",14.1545462874014,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,1202,"Extrapolation",14.1823800714316,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,1235,"Extrapolation",14.2090658099564,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,1269,"Extrapolation",14.23540946221,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",0,1302,"Extrapolation",14.2599079252397,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,1,"Rarefaction",2.98789762838829,1.97531087329622,4.07395164135804
"unificado analisis","living_trees","filogenetica_meanPD",1,34,"Rarefaction",6.78749800584358,6.04233582555732,7.58086012921967
"unificado analisis","living_trees","filogenetica_meanPD",1,68,"Rarefaction",6.95358611262898,6.42716701516883,7.42638493109981
"unificado analisis","living_trees","filogenetica_meanPD",1,101,"Rarefaction",7.01103211339877,6.71095033676818,7.43777827409884
"unificado analisis","living_trees","filogenetica_meanPD",1,134,"Rarefaction",7.04095244682889,6.69127129920795,7.3741873728132
"unificado analisis","living_trees","filogenetica_meanPD",1,168,"Rarefaction",7.05978484083599,6.74343667348168,7.35860864841954
"unificado analisis","living_trees","filogenetica_meanPD",1,201,"Rarefaction",7.07211311946022,6.76620978761346,7.33074278178989
"unificado analisis","living_trees","filogenetica_meanPD",1,235,"Rarefaction",7.08128222275269,6.80954000080156,7.32996928809465
"unificado analisis","living_trees","filogenetica_meanPD",1,268,"Rarefaction",7.08801755692319,6.87755687275686,7.26817128302352
"unificado analisis","living_trees","filogenetica_meanPD",1,301,"Rarefaction",7.09332222728106,6.92448107269055,7.26013067727462
"unificado analisis","living_trees","filogenetica_meanPD",1,335,"Rarefaction",7.09773349247403,6.95242784322186,7.26461740489035
"unificado analisis","living_trees","filogenetica_meanPD",1,368,"Rarefaction",7.10126673423549,6.96355103182168,7.24839032237591
"unificado analisis","living_trees","filogenetica_meanPD",1,401,"Rarefaction",7.10424414343771,6.97964072370206,7.24377440572524
"unificado analisis","living_trees","filogenetica_meanPD",1,435,"Rarefaction",7.10686179789394,6.9796957744829,7.23725545857305
"unificado analisis","living_trees","filogenetica_meanPD",1,468,"Rarefaction",7.10905711833884,6.98363290777417,7.20424657812709
"unificado analisis","living_trees","filogenetica_meanPD",1,501,"Rarefaction",7.1109784973046,6.9961109830634,7.20642007355094
"unificado analisis","living_trees","filogenetica_meanPD",1,535,"Rarefaction",7.11272362919741,7.04076760099258,7.19397539456107
"unificado analisis","living_trees","filogenetica_meanPD",1,568,"Rarefaction",7.11422864995002,7.05075089033088,7.17763018350124
